#ccds	RefSeq	UniProtKB
CCDS2.2	NP_689699.2	Q96NU1-3
CCDS45907.1	NP_057283.1	Q9UK45
CCDS45909.1	NP_998733.1	Q9BRY0-2
CCDS45910.1	NP_001137458.1	Q9H808-1
CCDS45911.1	NP_003251.2	Q04725-1
CCDS45912.1	NP_001138234.1	Q04725-2
CCDS45913.1	NP_001138233.1	Q04725-3
CCDS45914.1	NP_995315.1	P08651-2
CCDS45915.1	NP_001129975.1	O75264
CCDS45916.1	NP_001129670.1	Q9UM11-1
CCDS45917.1	NP_001129669.1	Q9UM11-3
CCDS45918.1	NP_001129052.1	A6NCJ1
CCDS45919.1	NP_006330.2	Q9P0W2-1
CCDS45920.1	NP_001074012.1	Q8WUQ7-1
CCDS45920.1	NP_067054.1	Q8WUQ7-1
CCDS45921.1	NP_055989.1	Q9UPR6-1
CCDS45922.1	NP_001139112.1	Q9UPR6-2
CCDS45923.1	NP_149053.1	Q86WG3-1
CCDS45925.1	NP_597732.1	Q8TF21-1
CCDS45926.1	NP_001013863.1	Q9UGK3-1
CCDS45927.1	NP_001073869.1	Q96Q06-1
CCDS45928.1	NP_631898.3	Q86TI2-2
CCDS45929.1	NP_001073992.1	A6NEK1
CCDS45930.1	NP_002841.3	Q13332-1
CCDS45931.1	NP_940935.1	Q7Z5J1-1
CCDS45932.1	NP_941993.1	Q7Z5J1-4
CCDS45933.1	NP_001127788.1	Q8IZ63
CCDS45935.1	NP_003615.2	Q9H6Z4-2
CCDS45936.1	NP_003676.2	Q92945
CCDS45937.1	NP_775908.2	Q8N5S1-1
CCDS45938.1	NP_079174.2	Q8IV53-1
CCDS45939.1	NP_742011.2	O43557-2
CCDS45942.1	NP_001129979.1	A6NJ08
CCDS45944.1	NP_001157897.1	A6NE82
CCDS45945.1	NP_001037853.1	Q8N988-1
CCDS45946.1	NP_001124427.1	Q6ZSZ5-1
CCDS45947.1	NP_001073898.1	Q9P1Y5-2
CCDS45948.1	NP_001120868.1	Q15833-2
CCDS45949.1	NP_001138366.1	Q9NNX6-7
CCDS45950.1	NP_001138368.1	Q9NNX6-6
CCDS45951.1	NP_001138369.1	Q9NNX6-2
CCDS45952.1	NP_001138367.1	Q9NNX6-3
CCDS45953.1	NP_001022.1	P62857
CCDS45954.2	NP_115528.4	Q96QH2
CCDS45955.1	NP_001073404.1	Q6IFN5
CCDS45956.1	NP_001123503.1	Q6V9R5-1
CCDS45956.1	NP_001123504.1	Q6V9R5-1
CCDS45957.1	NP_060851.2	Q9NUL5-1
CCDS45958.1	NP_001124295.1	P26358-2
CCDS45959.1	NP_001096637.1	P0C6A0
CCDS45961.1	NP_001104777.1	P27815-1
CCDS45962.1	NP_001104778.1	P27815-2
CCDS45963.1	NP_001104779.1	P27815-6
CCDS45964.1	NP_005489.2	Q9Y6Q5-1
CCDS45965.1	NP_060090.2	Q12906-7
CCDS45966.1	NP_703194.1	Q12906-5
CCDS45967.1	NP_001131145.1	Q12906-6
CCDS45968.1	NP_001005360.1	P50570-1
CCDS45969.1	NP_001005361.1	P50570-4
CCDS45970.1	NP_001129954.1	A8MVS5
CCDS45972.1	NP_001122317.1	P51532-4
CCDS45973.1	NP_001122318.1	P51532-3
CCDS45974.1	NP_872319.1	Q8NBT2-1
CCDS45975.1	NP_065863.2	Q96HP0
CCDS45976.1	NP_001073972.2	P0C7I6-2
CCDS45977.1	NP_001001329.1	P14314-2
CCDS45977.1	NP_001276031.1	P14314-2
CCDS45978.1	NP_115657.2	Q14576-2
CCDS45979.1	NP_001135937.1	Q9BQ95-3
CCDS45980.1	NP_001135936.1	Q9BQ95-2
CCDS45981.1	NP_001073962.1	P16415-1
CCDS45982.1	NP_001012771.1	Q0D2J5-2
CCDS45983.1	NP_001073880.1	Q8N7K0-1
CCDS45984.2	NP_001073873.2	C9JN71
CCDS45985.1	NP_001129973.1	Q08AG5
CCDS45986.1	NP_066966.2	P17024
CCDS45989.1	NP_001074290.1	Q96GE5-1
CCDS45991.1	NP_001129668.1	O14787-1
CCDS45992.1	NP_001129667.1	O14787-2
CCDS45992.1	NP_038461.2	O14787-2
CCDS45994.1	NP_001074466.1	Q9BSG5-1
CCDS45994.1	NP_001257372.1	Q9BSG5-1
CCDS45994.1	NP_001257373.1	Q9BSG5-1
CCDS45996.1	NP_002492.2	Q14938-3
CCDS45997.1	NP_001136026.1	Q9NXH9-2
CCDS45997.1	NP_001338689.1	Q9NXH9-2
CCDS45998.1	NP_001120694.1	O00555-8
CCDS45999.1	NP_001120693.1	O00555-3
CCDS46001.1	NP_001138500.1	A6NDB9
CCDS46002.2	NP_997273.3	Q6ZS10-3
CCDS46004.1	NP_055114.1	O60885-2
CCDS46005.1	NP_055186.3	Q9ULX6-1
CCDS46006.1	NP_075055.1	Q86YV0-1
CCDS46007.1	NP_001138632.1	P67936-2
CCDS46008.1	NP_001123996.1	Q9BXS5-2
CCDS46009.1	NP_001011699.1	Q9BT25-3
CCDS46010.1	NP_001123537.1	Q13459-2
CCDS46011.1	NP_060937.1	Q9NZ43-1
CCDS46012.1	NP_001028721.1	Q9NWV8-1
CCDS46012.1	NP_001275685.1	Q9NWV8-1
CCDS46012.1	NP_054892.2	Q9NWV8-1
CCDS46013.2	NP_001073890.2	Q9UPW8
CCDS46014.1	NP_055831.1	O60307
CCDS46015.1	NP_006323.2	P13284
CCDS46016.1	NP_001092289.1	Q08493-2
CCDS46017.1	NP_001138776.1	Q9H0B3-4
CCDS46018.1	NP_001138777.1	Q9H0B3-5
CCDS46019.1	NP_001093889.1	Q96EN9-3
CCDS46020.1	NP_067090.1	P27544-1
CCDS46021.1	NP_937850.1	P27544-2
CCDS46022.1	NP_001139196.1	Q9NSC5-5
CCDS46023.1	NP_001139193.1	Q9NSC5-2
CCDS46024.1	NP_001139257.1	Q02080-2
CCDS46025.1	NP_001139256.1	Q96FH0-1
CCDS46027.1	NP_001138876.1	Q5JVG8-2
CCDS46028.1	NP_009069.1	Q03938
CCDS46029.1	NP_443084.2	Q96H40
CCDS46030.1	NP_258429.2	Q9Y2Q1-1
CCDS46031.1	NP_001092096.1	A6NK75
CCDS46032.1	NP_065906.1	Q9P255
CCDS46034.1	NP_001139811.1	A6NLU5
CCDS46035.1	NP_001309191.1	P24864-3
CCDS46038.1	NP_001104292.1	Q587J7-2
CCDS46039.1	NP_001123466.1	Q96SI1-1
CCDS46039.1	NP_001123467.1	Q96SI1-1
CCDS46040.1	NP_001107565.1	Q8ND56-1
CCDS46042.1	NP_001012320.1	Q9NR11-2
CCDS46042.1	NP_001276112.1	Q9NR11-2
CCDS46042.1	NP_001276115.1	Q9NR11-2
CCDS46042.1	NP_001276116.1	Q9NR11-2
CCDS46042.1	NP_060913.2	Q9NR11-2
CCDS46043.1	NP_001139137.1	Q2M3W8-3
CCDS46044.1	NP_001092907.1	P17039-2
CCDS46044.1	NP_001092908.1	P17039-2
CCDS46045.1	NP_919306.2	P17039-1
CCDS46046.1	NP_001129671.1	Q96CP6-2
CCDS46047.1	NP_950238.1	Q07699-2
CCDS46048.1	NP_001129479.1	Q14802-3
CCDS46049.1	NP_001129480.1	Q14802-4
CCDS46050.1	NP_001129481.1	Q14802-5
CCDS46050.1	NP_001129482.1	Q14802-5
CCDS46051.1	NP_001119531.1	Q6E0U4-8
CCDS46052.1	NP_001119530.2	Q6E0U4-3
CCDS46053.1	NP_001119529.2	Q6E0U4-5
CCDS46054.2	NP_001119528.2	Q6E0U4-16
CCDS46055.1	NP_055542.1	Q9UMN6-1
CCDS46056.2	NP_001034976.2	Q2NL68-1
CCDS46057.1	NP_001007470.1	Q9UBK5-2
CCDS46058.1	NP_937758.1	O43914-2
CCDS46059.1	NP_001077430.1	O43379-4
CCDS46061.1	NP_001138815.1	Q969W8-2
CCDS46062.1	NP_001013681.2	Q6ZN11-1
CCDS46063.1	NP_114157.4	Q6ZQQ6-1
CCDS46064.1	NP_001128627.1	Q92782-2
CCDS46065.1	NP_001128628.1	Q92782-3
CCDS46066.1	NP_001034760.1	Q5BJH7-6
CCDS46067.1	NP_001138935.1	Q5BJH7-4
CCDS46068.1	NP_733749.1	Q8TDF6-1
CCDS46069.1	NP_085096.1	Q8IXJ6-2
CCDS46070.1	NP_001073937.1	Q0VAF6
CCDS46071.1	NP_065913.1	Q9P244
CCDS46072.1	NP_001124297.1	O00267-2
CCDS46072.1	NP_001306920.1	O00267-2
CCDS46073.1	NP_064514.1	Q8TCE9-1
CCDS46075.1	NP_006474.1	Q9Y463-2
CCDS46076.1	NP_694546.1	P43686-2
CCDS46077.1	NP_001005851.1	Q9Y6R6
CCDS46078.1	NP_001136051.1	O75290-2
CCDS46079.1	NP_001136049.1	O75290-3
CCDS46081.1	NP_001136027.1	Q96D53-2
CCDS46082.1	NP_001092292.1	Q6ZNR0-5
CCDS46082.1	NP_001092295.1	Q6ZNR0-5
CCDS46083.1	NP_001092293.1	Q6ZNR0-3
CCDS46084.1	NP_001092294.1	Q6ZNR0-4
CCDS46085.1	NP_001123986.1	A6NGS2
CCDS46086.1	NP_001091976.3	Q3KPI0-1
CCDS46087.1	NP_291021.4	Q3KPI0-2
CCDS46088.1	NP_067612.1	P11912-2
CCDS46089.1	NP_001020083.1	P13688-8
CCDS46090.1	NP_001123640.1	Q9UQ74-2
CCDS46091.1	NP_001123639.1	Q9UQ74-3
CCDS46093.1	NP_002771.2	Q00888-1
CCDS46095.1	NP_001139113.1	B3KS81
CCDS46096.1	NP_001026919.2	Q6UWN5-1
CCDS46097.1	NP_862828.1	Q8N7M2
CCDS46098.1	NP_001123468.1	Q9UK12-2
CCDS46099.1	NP_001032902.1	Q2VY69
CCDS46100.1	NP_001308614.1	Q9UK10
CCDS46100.1	NP_037494.2	Q9UK10
CCDS46101.1	NP_001138296.1	Q14588
CCDS46101.1	NP_006621.1	Q14588
CCDS46102.1	NP_001027544.1	Q9NYT6-1
CCDS46102.1	NP_001027545.1	Q9NYT6-1
CCDS46102.1	NP_001306017.1	Q9NYT6-1
CCDS46102.1	NP_001306018.1	Q9NYT6-1
CCDS46102.1	NP_001306019.1	Q9NYT6-1
CCDS46102.1	NP_057528.2	Q9NYT6-1
CCDS46103.1	NP_001027546.1	Q9NYT6-2
CCDS46103.1	NP_001139692.1	Q9NYT6-2
CCDS46103.1	NP_057003.2	Q9NYT6-2
CCDS46105.1	NP_001129240.1	P15151-2
CCDS46106.1	NP_001129241.1	P15151-3
CCDS46107.1	NP_001129242.2	P15151-4
CCDS46108.1	NP_001121365.1	Q7Z692-3
CCDS46109.1	NP_001124324.1	Q9ULV8-2
CCDS46110.1	NP_006500.2	Q01201
CCDS46112.1	NP_001124339.1	P18074-2
CCDS46113.1	NP_001107643.1	P53539-2
CCDS46114.1	NP_996784.1	O75298-3
CCDS46115.1	NP_001073870.1	Q8N819-1
CCDS46116.1	NP_001073938.1	Q6PJ61
CCDS46116.1	NP_001316561.1	Q6PJ61
CCDS46116.1	NP_001316562.1	Q6PJ61
CCDS46116.1	NP_001316563.1	Q6PJ61
CCDS46117.1	NP_001075031.1	Q09013-15
CCDS46118.1	NP_001075029.1	Q09013-11
CCDS46119.1	NP_001075032.1	Q09013-1
CCDS46120.2	NP_001254652.1	Q9Y6R9-1
CCDS46121.1	NP_001128585.1	Q6UWQ7-1
CCDS46122.1	NP_001002915.2	Q6UWQ7-2
CCDS46123.1	NP_940943.1	Q6UW32
CCDS46124.1	NP_001096619.1	Q86V59-2
CCDS46125.1	NP_001138617.1	Q15758-2
CCDS46126.1	NP_001138616.1	Q15758-3
CCDS46127.1	NP_004482.4	Q9NRY4
CCDS46128.1	NP_001120714.1	Q96PG8-1
CCDS46129.1	NP_001120712.1	Q96PG8-2
CCDS46130.1	NP_001120713.1	Q9BXH1-2
CCDS46131.1	NP_848606.3	C9JVW0
CCDS46132.1	NP_001009813.1	Q99687-3
CCDS46133.2	NP_001264004.1	Q9H0D2-3
CCDS46134.1	NP_056526.3	Q9NZM4-1
CCDS46135.1	NP_001121798.1	Q075Z2
CCDS46137.1	NP_001124387.1	Q6ZN01-1
CCDS46139.1	NP_001035120.1	P11049-2
CCDS46140.1	NP_653289.3	Q8N6L0
CCDS46141.1	NP_001138868.1	Q8IZ83-3
CCDS46143.1	NP_065770.1	Q9ULL5-3
CCDS46144.1	NP_001035758.1	Q9HB09-3
CCDS46145.1	NP_001527.3	Q99873-1
CCDS46146.1	NP_001094810.1	C9JUS6
CCDS46147.1	NP_001129524.1	Q8TCG5-2
CCDS46148.1	NP_055018.2	O95782-1
CCDS46149.1	NP_570603.2	O95782-2
CCDS46150.1	NP_001128635.1	Q96RL6-2
CCDS46151.1	NP_001070654.1	Q7Z406-6
CCDS46152.1	NP_004524.3	Q14324
CCDS46153.1	NP_001108070.1	A6ND91-1
CCDS46155.1	NP_001025219.1	P07288-3
CCDS46157.1	NP_001076087.1	P20138-3
CCDS46158.1	NP_001094842.1	A6NGN9
CCDS46160.1	NP_001129062.1	Q9BSK1-2
CCDS46161.1	NP_001129971.1	Q6ZN19-3
CCDS46161.1	NP_001339227.1	Q6ZN19-3
CCDS46162.1	NP_001096127.1	Q6ZNA1
CCDS46163.1	NP_001010851.1	Q5HY98
CCDS46164.1	NP_001138906.1	Q6PDB4-1
CCDS46165.1	NP_001137411.1	Q76KX8-1
CCDS46166.1	NP_001137410.1	Q76KX8-2
CCDS46167.1	NP_001034975.2	Q8N4W9-1
CCDS46167.1	NP_001308353.1	Q8N4W9-1
CCDS46167.1	NP_001308354.1	Q8N4W9-1
CCDS46169.1	NP_001340388.1	Q9H7R5-2
CCDS46169.1	NP_079009.3	Q9H7R5-2
CCDS46170.1	NP_001308451.1	Q96IR2
CCDS46170.1	NP_001308452.1	Q96IR2
CCDS46170.1	NP_001308453.1	Q96IR2
CCDS46170.1	NP_612383.1	Q96IR2
CCDS46171.1	NP_001035275.1	Q7L2R6-1
CCDS46172.1	NP_001004301.2	Q6ZN06
CCDS46173.1	NP_001129158.2	B6A8C7-1
CCDS46174.1	NP_001138775.2	Q7Z404-2
CCDS46175.1	NP_001074919.2	O75022-3
CCDS46176.1	NP_001074911.1	O75023-3
CCDS46179.1	NP_001124389.2	Q8N149-1
CCDS46181.1	NP_001138929.2	O76036-6
CCDS46182.1	NP_001138930.2	O76036-2
CCDS46183.1	NP_001120727.1	Q8WX94-3
CCDS46184.1	NP_057447.5	Q9HCN6-1
CCDS46185.1	NP_001119605.1	P13805-2
CCDS46185.1	NP_001278703.1	P13805-2
CCDS46186.1	NP_055746.3	Q9UPN7
CCDS46189.1	NP_001129607.1	P46779-3
CCDS46190.1	NP_001129606.1	P46779-2
CCDS46191.1	NP_001129609.1	P46779-4
CCDS46192.1	NP_001129608.1	P46779-5
CCDS46193.1	NP_001138648.1	A6NL88
CCDS46194.1	NP_001129674.1	Q96AB3-3
CCDS46195.1	NP_001129673.1	Q96AB3-1
CCDS46196.1	NP_001138422.1	A1L4H1-1
CCDS46197.1	NP_001012496.1	P26368-2
CCDS46198.1	NP_001123543.1	Q9Y6I3-1
CCDS46199.1	NP_001123544.1	Q9Y6I3-2
CCDS46200.1	NP_037465.2	Q9Y6I3-3
CCDS46201.1	NP_001138486.1	A6NLU0
CCDS46202.1	NP_001139018.1	Q9UBC7-2
CCDS46203.1	NP_001073925.2	A6NJL1
CCDS46205.1	NP_001015879.1	Q9UQB9-3
CCDS46206.1	NP_003151.2	Q9UQB9-2
CCDS46207.1	NP_001018857.2	Q5CZA5-1
CCDS46208.1	NP_001138550.1	Q5CZA5-2
CCDS46209.1	NP_690873.2	Q8NEK5-1
CCDS46210.1	NP_001137540.1	Q68DY9-3
CCDS46211.1	NP_001091966.1	Q96HQ0-6
CCDS46212.1	NP_001138461.1	B7Z6K7
CCDS46214.1	NP_001139014.1	Q8TBC5-3
CCDS46215.1	NP_001139016.1	Q8TBC5-4
CCDS46216.1	NP_612475.1	Q96EG3
CCDS46217.1	NP_001035739.1	P24666-4
CCDS46218.1	NP_001002919.2	Q6UX46-1
CCDS46220.1	NP_061841.2	Q9NY99-1
CCDS46221.1	NP_036425.1	Q92626-1
CCDS46222.1	NP_001316776.1	Q9UL68-4
CCDS46222.1	NP_001316777.1	Q9UL68-4
CCDS46222.1	NP_055840.2	Q9UL68-4
CCDS46223.1	NP_060906.3	Q8N6M5-1
CCDS46224.1	NP_001128663.1	O43150-2
CCDS46226.1	NP_002372.1	O15232-1
CCDS46227.1	NP_060022.2	Q9ULI0-1
CCDS46229.1	NP_001135791.1	Q9H6R7-2
CCDS46230.1	NP_671494.2	Q9NZM3-3
CCDS46231.1	NP_055786.1	Q9Y2G0-1
CCDS46232.1	NP_001307821.1	Q9Y6K1-3
CCDS46232.1	NP_783329.1	Q9Y6K1-3
CCDS46233.1	NP_899205.1	O60941-5
CCDS46234.1	NP_149160.1	O60941-2
CCDS46235.1	NP_149159.2	O60941-4
CCDS46236.1	NP_899204.1	O60941-7
CCDS46237.1	NP_068707.1	O60941-1
CCDS46238.1	NP_001138641.1	Q8IZF5-3
CCDS46239.1	NP_001138640.1	Q8IZF5-1
CCDS46240.1	NP_277040.1	Q9C0D9
CCDS46241.1	NP_919303.1	Q9HC10-3
CCDS46242.1	NP_001077059.1	Q6NUQ4-2
CCDS46243.1	NP_057169.2	Q6UW56-2
CCDS46244.1	NP_056451.3	Q9UI10-3
CCDS46245.1	NP_751945.2	Q9UI10-2
CCDS46247.1	NP_001136155.1	Q6ZUS5-2
CCDS46248.1	NP_001138519.1	Q9HCN4-4
CCDS46249.1	NP_001138521.1	Q9HCN4-3
CCDS46250.1	NP_001138520.1	Q9HCN4-2
CCDS46251.1	NP_055946.1	Q15061
CCDS46252.1	NP_653176.2	Q6MZZ7-1
CCDS46254.1	NP_001138594.1	A8MX76-1
CCDS46255.1	NP_001131074.1	Q9Y316-2
CCDS46256.1	NP_001132960.1	Q8IV61-1
CCDS46256.1	NP_001336904.1	Q8IV61-1
CCDS46256.1	NP_001336905.1	Q8IV61-1
CCDS46256.1	NP_001336906.1	Q8IV61-1
CCDS46256.1	NP_733772.1	Q8IV61-1
CCDS46257.1	NP_005093.2	Q9UHY8-1
CCDS46258.1	NP_001036013.1	Q9UHY8-2
CCDS46259.1	NP_001129124.1	P19525-2
CCDS46260.1	NP_001129145.1	Q8NHH9-1
CCDS46261.1	NP_001136122.1	Q8WVV9-4
CCDS46262.1	NP_001138922.1	Q502X0
CCDS46263.2	NP_001138923.2	A8MVX0-2
CCDS46264.1	NP_001106273.1	P32418-2
CCDS46264.1	NP_001338423.1	P32418-2
CCDS46265.1	NP_001106271.1	P32418-5
CCDS46266.1	NP_001138548.1	Q9HC35-2
CCDS46267.1	NP_065795.1	Q9BTC8-2
CCDS46268.1	NP_001077422.1	Q6YHU6-1
CCDS46268.1	NP_001332854.1	Q6YHU6-1
CCDS46268.1	NP_071348.3	Q6YHU6-1
CCDS46270.1	NP_056337.1	Q8TCX1-4
CCDS46271.1	NP_001028729.1	O75688-4
CCDS46278.1	NP_001129101.1	Q6ZMI0-1
CCDS46281.1	NP_006863.2	Q9UNN4-1
CCDS46282.1	NP_001129131.1	Q9ULB1-3
CCDS46283.1	NP_001120869.1	Q96DZ1-3
CCDS46284.1	NP_001120870.1	Q96DZ1-2
CCDS46285.1	NP_001093866.1	Q8N5S3-1
CCDS46286.1	NP_001034842.2	Q6ZMW3-1
CCDS46287.1	NP_001129070.1	Q8NHS4-2
CCDS46287.1	NP_001340710.1	Q8NHS4-2
CCDS46287.1	NP_001340713.1	Q8NHS4-2
CCDS46288.1	NP_001129069.1	Q3V6T2-3
CCDS46289.1	NP_001116436.2	Q5MIZ7-1
CCDS46290.1	NP_001073902.1	Q96PX6
CCDS46291.1	NP_001123955.1	Q86Y07-5
CCDS46291.1	NP_001275767.1	Q86Y07-5
CCDS46292.1	NP_001123954.1	Q86Y07-3
CCDS46294.1	NP_001108108.1	Q9NW38-2
CCDS46295.1	NP_612569.1	Q9H165-3
CCDS46296.1	NP_001123465.1	Q6NSI8-1
CCDS46296.1	NP_001317365.1	Q6NSI8-1
CCDS46299.1	NP_001136086.1	Q8NDI1-2
CCDS46300.1	NP_001136087.1	Q8NDI1-3
CCDS46300.1	NP_001136088.1	Q8NDI1-3
CCDS46300.1	NP_001341147.1	Q8NDI1-3
CCDS46301.1	NP_001036157.1	O95876-3
CCDS46302.1	NP_001005739.1	Q9P1Q0-4
CCDS46303.1	NP_982261.2	Q6ULP2-1
CCDS46305.1	NP_056358.1	P62820-3
CCDS46306.1	NP_004152.1	P62820
CCDS46307.1	NP_001005386.1	P61160-2
CCDS46308.1	NP_001121682.1	Q7Z698-2
CCDS46309.1	NP_002389.1	O00470-1
CCDS46310.1	NP_000936.1	P63098
CCDS46311.1	NP_001104571.1	Q96F85-2
CCDS46312.1	NP_055697.1	P42331-3
CCDS46313.1	NP_444262.1	Q9H6X2-2
CCDS46314.1	NP_060623.2	Q9H6X2-4
CCDS46315.1	NP_056515.2	Q9UMS0-3
CCDS46316.1	NP_001093161.1	P01135-2
CCDS46318.1	NP_059516.2	P35612-2
CCDS46320.1	NP_001004311.2	Q6QHK4
CCDS46321.1	NP_001108588.1	Q8N9V6-1
CCDS46322.1	NP_065192.1	Q9ULR5
CCDS46323.1	NP_001124451.1	O75923-2
CCDS46324.1	NP_001124453.1	O75923-7
CCDS46325.1	NP_001124452.1	O75923-5
CCDS46326.1	NP_001124450.1	O75923-4
CCDS46327.1	NP_001124454.1	O75923-8
CCDS46328.1	NP_001124459.1	O75923-13
CCDS46329.1	NP_001124457.1	O75923-11
CCDS46330.1	NP_001124455.1	O75923-10
CCDS46331.1	NP_001123927.1	O75923-14
CCDS46332.1	NP_001124456.1	O75923-12
CCDS46333.1	NP_056004.1	Q9Y2D4-1
CCDS46335.1	NP_001127934.1	A8MTQ0
CCDS46336.1	NP_006420.1	Q99832-1
CCDS46337.2	NP_001073879.2	Q8TF61
CCDS46338.1	NP_001073943.1	A6NCI8
CCDS46339.2	NP_001274420.1	O43151-4
CCDS46340.1	NP_060691.2	Q9H8S9-1
CCDS46341.1	NP_001128512.1	Q14203-4
CCDS46342.1	NP_001128513.1	Q14203-5
CCDS46343.1	NP_075408.1	Q14203-2
CCDS46345.1	NP_056542.1	P25103-3
CCDS46346.1	NP_001128217.1	Q86VH4-1
CCDS46346.1	NP_001269853.1	Q86VH4-1
CCDS46347.1	NP_079269.4	Q86VH4-2
CCDS46348.1	NP_001361.1	Q9C0G6-1
CCDS46349.1	NP_001074293.1	Q86V40-2
CCDS46350.1	NP_064507.3	Q9P0J7
CCDS46351.1	NP_006455.2	O43493-2
CCDS46352.1	NP_001128493.1	Q96FG2-1
CCDS46352.1	NP_001128494.1	Q96FG2-1
CCDS46352.1	NP_001128495.1	Q96FG2-1
CCDS46352.1	NP_001316720.1	Q96FG2-1
CCDS46352.1	NP_001316721.1	Q96FG2-1
CCDS46352.1	NP_001316722.1	Q96FG2-1
CCDS46353.1	NP_001135741.1	P38435-2
CCDS46354.1	NP_036615.2	P22749-2
CCDS46355.1	NP_006830.2	Q16891-1
CCDS46356.1	NP_001093639.1	Q16891-4
CCDS46357.1	NP_001093640.1	Q16891-2
CCDS46358.2	NP_001019628.3	P0DJD0
CCDS46360.1	NP_001008949.1	Q6GPH6-1
CCDS46361.1	NP_001108488.1	Q9P2N6-3
CCDS46365.1	NP_001135764.1	Q9H0V9-2
CCDS46366.2	NP_001116118.2	Q8IXR5-3
CCDS46368.1	NP_056163.1	Q92545
CCDS46369.1	NP_001127696.1	Q96PE3-1
CCDS46370.1	NP_001338356.1	Q96PE3-2
CCDS46370.1	NP_004018.1	Q96PE3-2
CCDS46371.1	NP_001127697.1	Q96PE3-3
CCDS46372.1	NP_001557.1	Q96PE3-4
CCDS46373.1	NP_001092047.1	P62899-2
CCDS46374.1	NP_001093163.1	P62899-3
CCDS46375.1	NP_001095896.1	O95759-1
CCDS46376.1	NP_001139136.1	Q6ZV50-3
CCDS46378.1	NP_079352.2	Q8NBZ7-1
CCDS46379.1	NP_001137485.1	A6NKT7
CCDS46380.1	NP_001135824.1	Q96JF0-2
CCDS46381.1	NP_872394.2	Q7Z3J3-1
CCDS46383.1	NP_653311.1	Q9P0V9-1
CCDS46384.1	NP_001121651.1	O15259-3
CCDS46385.1	NP_997064.2	O15259-1
CCDS46386.1	NP_001121650.1	O15259-2
CCDS46388.1	NP_001116835.1	Q99666-1
CCDS46389.1	NP_001136279.1	Q9NUZ1-4
CCDS46391.1	NP_001121637.1	Q53RD9-2
CCDS46392.1	NP_115883.2	Q8N5P1
CCDS46393.1	NP_940983.2	P61129
CCDS46394.1	NP_001157935.1	O14715
CCDS46395.1	NP_001131076.1	Q9H9Y6-2
CCDS46396.1	NP_776214.1	P18510-1
CCDS46398.1	NP_003457.1	Q06710-1
CCDS46399.1	NP_039246.1	Q06710-3
CCDS46400.1	NP_065919.2	Q8N608-1
CCDS46401.1	NP_570129.1	Q8WYK1
CCDS46402.1	NP_058131.1	P04921-3
CCDS46403.1	NP_647600.1	O00499-7
CCDS46404.1	NP_006600.3	Q9Y2U5
CCDS46405.1	NP_001073996.1	Q6PIF6-1
CCDS46407.1	NP_001006623.1	Q9C0J8-2
CCDS46408.1	NP_115520.2	Q9H0N0
CCDS46409.1	NP_001093241.1	A5A3E0
CCDS46410.1	NP_001135842.1	Q99952-2
CCDS46413.1	NP_001094093.1	Q96CS7-1
CCDS46414.1	NP_001077007.1	Q6S8J3-1
CCDS46416.1	NP_001070895.1	Q8N2G4-4
CCDS46416.1	NP_001308164.1	Q8N2G4-4
CCDS46417.1	NP_997364.3	O14513-2
CCDS46418.1	NP_997246.2	O14513-1
CCDS46419.1	NP_115519.2	Q5FWF4-1
CCDS46420.1	NP_003458.1	P61073
CCDS46421.1	NP_009157.1	O95156
CCDS46422.1	NP_056445.3	Q52LR7
CCDS46423.1	NP_001303931.1	Q8NI32-2
CCDS46423.1	NP_808879.2	Q8NI32-2
CCDS46424.1	NP_004534.2	P20929-4
CCDS46425.1	NP_001032251.1	Q9Y689-2
CCDS46425.1	NP_817114.2	Q9Y689-2
CCDS46426.1	NP_000717.2	O00305-1
CCDS46427.1	NP_001005746.1	O00305-3
CCDS46428.1	NP_001005747.1	O00305-2
CCDS46429.1	NP_443137.2	Q96PY5-3
CCDS46430.1	NP_060362.3	O75400-2
CCDS46431.1	NP_001291273.1	Q8TAM6-1
CCDS46431.1	NP_001291274.1	Q8TAM6-1
CCDS46431.1	NP_065762.1	Q8TAM6-1
CCDS46432.1	NP_001104503.1	Q8NER5-2
CCDS46433.1	NP_001104502.1	Q8NER5-3
CCDS46434.1	NP_001104501.1	Q8NER5-4
CCDS46435.1	NP_001128570.1	O95045-2
CCDS46436.1	NP_597841.1	Q92844-3
CCDS46437.1	NP_005796.1	O00487
CCDS46438.1	NP_071341.2	Q6U841-2
CCDS46439.1	NP_002045.1	P01275
CCDS46440.1	NP_001075146.1	Q9NY46-2
CCDS46441.1	NP_002968.1	Q15858-3
CCDS46442.1	NP_002967.2	Q01118
CCDS46443.1	NP_001075155.1	Q9NQR9-3
CCDS46444.1	NP_003733.2	O95342
CCDS46445.1	NP_001078916.1	Q0VFZ6
CCDS46446.1	NP_001077084.2	Q8WXR4-4
CCDS46447.1	NP_001130026.1	Q9UKI8-5
CCDS46448.1	NP_001130027.1	Q9UKI8-4
CCDS46449.1	NP_001120855.1	Q53TN4-2
CCDS46450.1	NP_001258714.1	Q13409-1
CCDS46450.1	NP_001369.1	Q13409-1
CCDS46451.1	NP_001073286.1	P23229-3
CCDS46452.1	NP_001017371.3	Q02447-5
CCDS46453.1	NP_001138722.1	P0CG40
CCDS46454.1	NP_001020372.2	P15882-3
CCDS46455.1	NP_001813.1	P15882-1
