Study,Cancer.Types,scale,Sample.Names,Accuracy,SBS1
nonPCAWG-WES,Eso-SCC,exome,ESCC_4,0.94,39
nonPCAWG-WES,Eso-SCC,exome,ESCC_40,0.82,6
nonPCAWG-WES,Eso-SCC,exome,ESCC_41,0.81,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_42,0.898,10
nonPCAWG-WES,Eso-SCC,exome,ESCC_43,0.858,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_44,0.867,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_45,0.891,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_46,0.843,5
nonPCAWG-WES,Eso-SCC,exome,ESCC_47,0.836,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_5,0.908,21
nonPCAWG-WES,Eso-SCC,exome,ESCC_50,0.902,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_51,0.892,33
nonPCAWG-WES,Eso-SCC,exome,ESCC_52,0.819,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_53,0.882,27
nonPCAWG-WES,Eso-SCC,exome,ESCC_54,0.919,13
nonPCAWG-WES,Eso-SCC,exome,ESCC_55,0.98,25
nonPCAWG-WES,Eso-SCC,exome,ESCC_56,0.846,26
nonPCAWG-WES,Eso-SCC,exome,ESCC_57,0.928,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_58,0.871,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_6,0.928,26
nonPCAWG-WES,Eso-SCC,exome,ESCC_60,0.842,11
nonPCAWG-WES,Eso-SCC,exome,ESCC_61,0.824,4
nonPCAWG-WES,Eso-SCC,exome,ESCC_62,0.958,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_63,0.857,22
nonPCAWG-WES,Eso-SCC,exome,ESCC_64,0.876,22
nonPCAWG-WES,Eso-SCC,exome,ESCC_65,0.877,15
nonPCAWG-WES,Eso-SCC,exome,ESCC_66,0.828,7
nonPCAWG-WES,Eso-SCC,exome,ESCC_68,0.933,32
nonPCAWG-WES,Eso-SCC,exome,ESCC_71,0.858,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_72,0.863,21
nonPCAWG-WES,Eso-SCC,exome,ESCC_73,0.854,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_74,0.928,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_75,0.867,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_76,0.884,16
nonPCAWG-WES,Eso-SCC,exome,ESCC_77,0.838,19
nonPCAWG-WES,Eso-SCC,exome,ESCC_78,0.783,6
nonPCAWG-WES,Eso-SCC,exome,ESCC_79,0.857,26
nonPCAWG-WES,Eso-SCC,exome,ESCC_8,0.845,13
nonPCAWG-WES,Eso-SCC,exome,ESCC_80,0.88,17
nonPCAWG-WES,Eso-SCC,exome,ESCC_81,0.879,22
nonPCAWG-WES,Eso-SCC,exome,ESCC_82,0.898,29
nonPCAWG-WES,Eso-SCC,exome,ESCC_83,0.841,8
nonPCAWG-WES,Eso-SCC,exome,ESCC_84,0.853,0
nonPCAWG-WES,Eso-SCC,exome,ESCC_86,0.817,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_87,0.767,9
nonPCAWG-WES,Eso-SCC,exome,ESCC_9,0.823,18
nonPCAWG-WES,Eso-SCC,exome,ESCC_91,0.928,41
nonPCAWG-WES,Eso-SCC,exome,ESCC_92,0.909,43
nonPCAWG-WES,Eso-SCC,exome,ESCC_93,0.893,23
nonPCAWG-WES,Eso-SCC,exome,ESCC_94,0.842,12
nonPCAWG-WES,Eso-SCC,exome,ESCC_95,0.89,20
nonPCAWG-WES,Eso-SCC,exome,ESCC_96,0.749,13
nonPCAWG-WES,Eso-SCC,exome,ESCC_99,0.795,7
nonPCAWG-WES,Eso-SCC,exome,1N21-VS-1T21,0.819,7
nonPCAWG-WES,Eso-SCC,exome,1N22-VS-1T22,0.898,15
nonPCAWG-WES,Eso-SCC,exome,1N23-VS-1T23,0.863,14
nonPCAWG-WES,Eso-SCC,exome,1N24-VS-1T24,0.865,5
nonPCAWG-WES,Eso-SCC,exome,1N25-VS-1T25,0.843,14
nonPCAWG-WES,Eso-SCC,exome,1N26-VS-1T26,0.778,8
nonPCAWG-WES,Eso-SCC,exome,1N27-VS-1T27,0.871,23
nonPCAWG-WES,Eso-SCC,exome,1N28-VS-1T28,0.908,29
nonPCAWG-WES,Eso-SCC,exome,1N29-VS-1T29,0.881,2
nonPCAWG-WES,Eso-SCC,exome,1N30-VS-1T30,0.905,20
nonPCAWG-WES,Eso-SCC,exome,1N31-VS-1T31,0.944,31
nonPCAWG-WES,Eso-SCC,exome,1N32-VS-1T32,0.913,10
nonPCAWG-WES,Eso-SCC,exome,1N33-VS-1T33,0.875,13
nonPCAWG-WES,Eso-SCC,exome,1N34-VS-1T34,0.851,11
nonPCAWG-WES,Eso-SCC,exome,1N35-VS-1T35,0.83,7
nonPCAWG-WES,Eso-SCC,exome,1N36-VS-1T36,0.9,21
nonPCAWG-WES,Eso-SCC,exome,1N37-VS-1T37,0.846,3
nonPCAWG-WES,Eso-SCC,exome,1N38-VS-1T38,0.793,8
nonPCAWG-WES,Eso-SCC,exome,1N39-VS-1T39,0.798,5
nonPCAWG-WES,Eso-SCC,exome,1N40-VS-1T40,0.952,13
nonPCAWG-WES,Eso-SCC,exome,1N41-VS-1T41,0.807,11
nonPCAWG-WES,Eso-SCC,exome,1N42-VS-1T42,0.775,6
nonPCAWG-WES,Eso-SCC,exome,1N43-VS-1T43,0.712,2
nonPCAWG-WES,Eso-SCC,exome,1N44-VS-1T44,0.805,12
nonPCAWG-WES,Eso-SCC,exome,1N45-VS-1T45,0.923,12
nonPCAWG-WES,Eso-SCC,exome,1N46-VS-1T46,0.92,24
nonPCAWG-WES,Eso-SCC,exome,1N47-VS-1T47,0.914,34
nonPCAWG-WES,Eso-SCC,exome,1N48-VS-1T48,0.641,0
nonPCAWG-WES,Eso-SCC,exome,1N49-VS-1T49,0.859,14
nonPCAWG-WES,Eso-SCC,exome,1N50-VS-1T50,0.775,13
nonPCAWG-WES,Eso-SCC,exome,1N51-VS-1T51,0.879,17
nonPCAWG-WES,Eso-SCC,exome,1N52-VS-1T52,0.865,17
nonPCAWG-WES,Eso-SCC,exome,1N53-VS-1T53,0.817,11
nonPCAWG-WES,Eso-SCC,exome,1N54-VS-1T54,0.755,9
nonPCAWG-WES,Eso-SCC,exome,1N55-VS-1T55,0.868,8
nonPCAWG-WES,Eso-SCC,exome,1N56-VS-1T56,0.874,16
nonPCAWG-WES,Eso-SCC,exome,1N57-VS-1T57,0.892,19
nonPCAWG-WES,Eso-SCC,exome,1N58-VS-1T58,0.692,3
nonPCAWG-WES,Eso-SCC,exome,1N59-VS-1T59,0.936,5
nonPCAWG-WES,Eso-SCC,exome,1N60-VS-1T60,0.919,15
nonPCAWG-WES,Eso-SCC,exome,1N61-VS-1T61,0.768,4
nonPCAWG-WES,Eso-SCC,exome,1N62-VS-1T62,0.908,14
nonPCAWG-WES,Eso-SCC,exome,1N63-VS-1T63,0.887,14
nonPCAWG-WES,Eso-SCC,exome,1N64-VS-1T64,0.788,10
nonPCAWG-WES,Eso-SCC,exome,1N65-VS-1T65,0.843,11
nonPCAWG-WES,Eso-SCC,exome,1N66-VS-1T66,0.862,9
nonPCAWG-WES,Eso-SCC,exome,214,0.922,16
nonPCAWG-WES,Eso-SCC,exome,215,0.927,20
nonPCAWG-WES,Eso-SCC,exome,216,0.761,10
nonPCAWG-WES,Eso-SCC,exome,217,0.759,7
nonPCAWG-WES,Eso-SCC,exome,218,0.902,19
nonPCAWG-WES,Eso-SCC,exome,219,0.843,13
nonPCAWG-WES,Eso-SCC,exome,220,0.937,4
nonPCAWG-WES,Eso-SCC,exome,222,0.807,7
nonPCAWG-WES,Eso-SCC,exome,223,0.936,7
nonPCAWG-WES,Eso-SCC,exome,224,0.824,0
nonPCAWG-WES,Eso-SCC,exome,225,0.815,11
nonPCAWG-WES,Eso-SCC,exome,226,0.943,14
nonPCAWG-WES,Eso-SCC,exome,227,0.796,13
nonPCAWG-WES,Eso-SCC,exome,228,0.76,2
nonPCAWG-WES,Eso-SCC,exome,229,0.858,22
nonPCAWG-WES,Eso-SCC,exome,381,0.887,40
nonPCAWG-WES,Eso-SCC,exome,382,0.853,4
nonPCAWG-WES,Eso-SCC,exome,383,0.744,8
nonPCAWG-WES,Eso-SCC,exome,384,0.869,11
nonPCAWG-WES,Eso-SCC,exome,385,0.978,12
nonPCAWG-WES,Eso-SCC,exome,386,0.862,22
nonPCAWG-WES,Eso-SCC,exome,387,0.937,22
nonPCAWG-WES,Eso-SCC,exome,388,0.85,7
nonPCAWG-WES,Eso-SCC,exome,389,0.919,28
nonPCAWG-WES,Eso-SCC,exome,390,0.783,6
nonPCAWG-WES,Eso-SCC,exome,391,0.882,7
nonPCAWG-WES,Eso-SCC,exome,392,0.974,40
nonPCAWG-WES,Eso-SCC,exome,393,0.815,11
nonPCAWG-WES,Eso-SCC,exome,394,0.901,14
nonPCAWG-WES,Eso-SCC,exome,395,0.914,11
nonPCAWG-WES,Eso-SCC,exome,396,0.862,14
nonPCAWG-WES,Eso-SCC,exome,397,0.725,0
nonPCAWG-WES,Eso-SCC,exome,398,0.868,13
nonPCAWG-WES,Eso-SCC,exome,399,0.963,39
nonPCAWG-WES,Eso-SCC,exome,3N21-VS-3T21,0.786,7
nonPCAWG-WES,Eso-SCC,exome,3N22-VS-3T22,0.827,6
nonPCAWG-WES,Eso-SCC,exome,3N23-VS-3T23,0.777,7
nonPCAWG-WES,Eso-SCC,exome,3N24-VS-3T24,0.933,5
nonPCAWG-WES,Eso-SCC,exome,3N25-VS-3T25,0.89,11
nonPCAWG-WES,Eso-SCC,exome,3N26-VS-3T26,0.819,20
nonPCAWG-WES,Eso-SCC,exome,3N27-VS-3T27,0.837,15
nonPCAWG-WES,Eso-SCC,exome,3N28-VS-3T28,0.896,26
nonPCAWG-WES,Eso-SCC,exome,3N29-VS-3T29,0.806,7
nonPCAWG-WES,Eso-SCC,exome,3N30-VS-3T30,0.892,24
nonPCAWG-WES,Eso-SCC,exome,3N31-VS-3T31,0.833,19
nonPCAWG-WES,Eso-SCC,exome,3N32-VS-3T32,0.86,17
nonPCAWG-WES,Eso-SCC,exome,3N33-VS-3T33,0.869,14
nonPCAWG-WES,Eso-SCC,exome,3N34-VS-3T34,0.75,5
nonPCAWG-WES,Eso-SCC,exome,3N35-VS-3T35,0.852,15
nonPCAWG-WES,Eso-SCC,exome,3N36-VS-3T36,0.828,9
nonPCAWG-WES,Eso-SCC,exome,3N37-VS-3T37,0.727,3
nonPCAWG-WES,Eso-SCC,exome,3N38-VS-3T38,0.952,9
nonPCAWG-WES,Eso-SCC,exome,3N39-VS-3T39,0.909,27
nonPCAWG-WES,Eso-SCC,exome,3N40-VS-3T40,0.926,23
nonPCAWG-WES,Eso-SCC,exome,3N41-VS-3T41,0.887,19
nonPCAWG-WES,Eso-SCC,exome,3N42-VS-3T42,0.833,9
nonPCAWG-WES,Eso-SCC,exome,3N43-VS-3T43,0.846,16
nonPCAWG-WES,Eso-SCC,exome,3N44-VS-3T44,0.965,3
nonPCAWG-WES,Eso-SCC,exome,3N45-VS-3T45,0.832,9
nonPCAWG-WES,Eso-SCC,exome,3N46-VS-3T46,0.909,7
nonPCAWG-WES,Eso-SCC,exome,3N47-VS-3T47,0.783,4
nonPCAWG-WES,Eso-SCC,exome,3N48-VS-3T48,0.934,31
nonPCAWG-WES,Eso-SCC,exome,3N49-VS-3T49,0.752,6
nonPCAWG-WES,Eso-SCC,exome,3N50-VS-3T50,0.937,33
nonPCAWG-WES,Eso-SCC,exome,3N51-VS-3T51,0.941,10
nonPCAWG-WES,Eso-SCC,exome,3N52-VS-3T52,0.931,11
nonPCAWG-WES,Eso-SCC,exome,3N53-VS-3T53,0.771,3
nonPCAWG-WES,Eso-SCC,exome,3N54-VS-3T54,0.72,11
nonPCAWG-WES,Eso-SCC,exome,3N55-VS-3T55,0.836,12
nonPCAWG-WES,Eso-SCC,exome,3N56-VS-3T56,0.757,9
nonPCAWG-WES,Eso-SCC,exome,3N57-VS-3T57,0.909,13
nonPCAWG-WES,Eso-SCC,exome,3N58-VS-3T58,0.895,6
nonPCAWG-WES,Eso-SCC,exome,3N59-VS-3T59,0.901,18
nonPCAWG-WES,Eso-SCC,exome,3N60-VS-3T60,0.801,7
nonPCAWG-WES,Eso-SCC,exome,3N61-VS-3T61,0.797,4
nonPCAWG-WES,Eso-SCC,exome,3N62-VS-3T62,0.727,0
nonPCAWG-WES,Eso-SCC,exome,3N63-VS-3T63,0.815,8
nonPCAWG-WES,Eso-SCC,exome,3N64-VS-3T64,0.787,8
nonPCAWG-WES,Eso-SCC,exome,400,0.93,36
nonPCAWG-WES,Eso-SCC,exome,401,0.852,15
nonPCAWG-WES,Eso-SCC,exome,402,0.82,14
nonPCAWG-WES,Eso-SCC,exome,403,0.754,3
nonPCAWG-WES,Eso-SCC,exome,404,0.79,8
nonPCAWG-WES,Eso-SCC,exome,405,0.889,27
nonPCAWG-WES,Eso-SCC,exome,406,0.918,17
nonPCAWG-WES,Eso-SCC,exome,407,0.715,0
nonPCAWG-WES,Eso-SCC,exome,408,0.884,36
nonPCAWG-WES,Eso-SCC,exome,409,0.911,21
nonPCAWG-WES,Eso-SCC,exome,410,0.766,6
nonPCAWG-WES,Eso-SCC,exome,411,0.848,3
nonPCAWG-WES,Eso-SCC,exome,412,0.776,12
nonPCAWG-WES,Eso-SCC,exome,413,0.894,5
nonPCAWG-WES,Eso-SCC,exome,414,0.841,9
nonPCAWG-WES,Eso-SCC,exome,415,0.939,19
nonPCAWG-WES,Eso-SCC,exome,416,0.821,2
nonPCAWG-WES,Eso-SCC,exome,417,0.954,18
nonPCAWG-WES,Eso-SCC,exome,418,0.872,7
nonPCAWG-WES,Eso-SCC,exome,419,0.833,13
nonPCAWG-WES,Eso-SCC,exome,420,0.9,6
nonPCAWG-WES,Eso-SCC,exome,421,0.892,19
nonPCAWG-WES,Eso-SCC,exome,422,0.796,13
nonPCAWG-WES,Eso-SCC,exome,423,0.946,21
nonPCAWG-WES,Eso-SCC,exome,424,0.878,16
nonPCAWG-WES,Eso-SCC,exome,425,0.909,23
nonPCAWG-WES,Eso-SCC,exome,426,0.826,5
nonPCAWG-WES,Eso-SCC,exome,427,0.881,9
nonPCAWG-WES,Eso-SCC,exome,428,0.808,8
nonPCAWG-WES,Eso-SCC,exome,429,0.865,12
nonPCAWG-WES,Eso-SCC,exome,430,0.677,4
nonPCAWG-WES,Eso-SCC,exome,431,0.852,18
nonPCAWG-WES,Eso-SCC,exome,432,0.87,19
nonPCAWG-WES,Eso-SCC,exome,433,0.805,1
nonPCAWG-WES,Eso-SCC,exome,434,0.727,0
nonPCAWG-WES,Eso-SCC,exome,435,0.935,43
nonPCAWG-WES,Eso-SCC,exome,436,0.815,5
nonPCAWG-WES,Eso-SCC,exome,437,0.798,4
nonPCAWG-WES,Eso-SCC,exome,438,0.878,12
nonPCAWG-WES,Eso-SCC,exome,440,0.795,18
nonPCAWG-WES,Eso-SCC,exome,441,0.826,5
nonPCAWG-WES,Eso-SCC,exome,442,0.929,44
nonPCAWG-WES,Eso-SCC,exome,443,0.718,9
nonPCAWG-WES,Eso-SCC,exome,444,0.755,9
nonPCAWG-WES,Eso-SCC,exome,445,0.888,12
nonPCAWG-WES,Eso-SCC,exome,446,0.82,14
nonPCAWG-WES,Eso-SCC,exome,447,0.732,10
nonPCAWG-WES,Eso-SCC,exome,448,0.794,4
nonPCAWG-WES,Eso-SCC,exome,449,0.939,13
nonPCAWG-WES,Eso-SCC,exome,450,0.858,17
nonPCAWG-WES,Eso-SCC,exome,451,0.827,3
nonPCAWG-WES,Eso-SCC,exome,452,0.855,15
nonPCAWG-WES,Eso-SCC,exome,453,0.668,6
nonPCAWG-WES,Eso-SCC,exome,454,0.798,5
nonPCAWG-WES,Eso-SCC,exome,456,0.742,0
nonPCAWG-WES,Eso-SCC,exome,457,0.925,6
nonPCAWG-WES,Eso-SCC,exome,458,0.725,3
nonPCAWG-WES,Eso-SCC,exome,459,0.841,19
nonPCAWG-WES,Eso-SCC,exome,460,0.894,13
nonPCAWG-WES,Eso-SCC,exome,461,0.853,19
nonPCAWG-WES,Eso-SCC,exome,462,0.93,22
nonPCAWG-WES,Eso-SCC,exome,463,0.754,0
nonPCAWG-WES,Eso-SCC,exome,464,0.926,21
nonPCAWG-WES,Eso-SCC,exome,465,0.692,7
nonPCAWG-WES,Eso-SCC,exome,466,0.874,21
nonPCAWG-WES,Eso-SCC,exome,467,0.884,8
nonPCAWG-WES,Eso-SCC,exome,468,0.861,21
nonPCAWG-WES,Eso-SCC,exome,469,0.821,9
nonPCAWG-WES,Eso-SCC,exome,470,0.846,14
nonPCAWG-WES,Eso-SCC,exome,471,0.921,7
nonPCAWG-WES,Eso-SCC,exome,472,0.901,20
nonPCAWG-WES,Eso-SCC,exome,473,0.888,21
nonPCAWG-WES,Eso-SCC,exome,474,0.884,5
nonPCAWG-WES,Eso-SCC,exome,475,0.867,15
nonPCAWG-WES,Eso-SCC,exome,476,0.844,5
nonPCAWG-WES,Eso-SCC,exome,477,0.961,21
nonPCAWG-WES,Eso-SCC,exome,478,0.88,27
nonPCAWG-WES,Eso-SCC,exome,479,0.757,11
nonPCAWG-WES,Eso-SCC,exome,480,0.852,16
nonPCAWG-WES,Eso-SCC,exome,ESOSCC152T,0.813,9
nonPCAWG-WES,Eso-SCC,exome,ESOSCC154T,0.877,5
nonPCAWG-WES,Eso-SCC,exome,ESOSCC155T,0.869,4
nonPCAWG-WES,Eso-SCC,exome,ESOSCC156T,0.673,3
nonPCAWG-WES,Eso-SCC,exome,ESOSCC157T,0.866,11
nonPCAWG-WES,Eso-SCC,exome,ESOSCC158T,0.84,4
nonPCAWG-WES,Eso-SCC,exome,ESOSCC159T,0.733,1
nonPCAWG-WES,Eso-SCC,exome,ESOSCC160T,0.764,1
nonPCAWG-WES,Eso-SCC,exome,ESOSCC161T,0.89,15
nonPCAWG-WES,Eso-SCC,exome,ESOSCC162T,0.901,9
nonPCAWG-WES,Eso-SCC,exome,ESOSCC163T,0.706,4
nonPCAWG-WES,Eso-SCC,exome,ESOSCC164T,0.93,15
nonPCAWG-WES,Eso-SCC,exome,1N01-VS-1T01,0.932,10
nonPCAWG-WES,Eso-SCC,exome,1N02-VS-1T02,0.843,14
nonPCAWG-WES,Eso-SCC,exome,1N03-VS-1T03,0.768,7
nonPCAWG-WES,Eso-SCC,exome,1N04-VS-1T04,0.802,11
nonPCAWG-WES,Eso-SCC,exome,1N05-VS-1T05,0.904,19
nonPCAWG-WES,Eso-SCC,exome,3N01-VS-3T01,0.82,19
nonPCAWG-WES,Eso-SCC,exome,3N02-VS-3T02,0.851,18
nonPCAWG-WES,Eso-SCC,exome,3N03-VS-3T03,0.802,10
nonPCAWG-WES,Eso-SCC,exome,3N04-VS-3T04,0.818,9
nonPCAWG-WES,Eso-SCC,exome,3N05-VS-3T05,0.802,13
nonPCAWG-WES,Eso-SCC,exome,3N06-VS-3T06,0.81,1
nonPCAWG-WES,Eso-SCC,exome,3N07-VS-3T07,0.879,10
nonPCAWG-WES,Eso-SCC,exome,3N08-VS-3T08,0.92,10
nonPCAWG-WES,Eso-SCC,exome,3N09-VS-3T09,0.941,32
nonPCAWG-WES,Ewings,exome,01-P034,0.867,17
nonPCAWG-WES,Ewings,exome,01-P1216,0.923,40
nonPCAWG-WES,Ewings,exome,01-P131,0.866,18
nonPCAWG-WES,Ewings,exome,01-P459,0.877,19
nonPCAWG-WES,Ewings,exome,01-P8014,0.896,30
nonPCAWG-WES,Ewings,exome,02-P170,0.907,24
nonPCAWG-WES,Ewings,exome,03-P1004,0.889,20
nonPCAWG-WES,Ewings,exome,03-P152,0.804,9
nonPCAWG-WES,Ewings,exome,05-P103,0.863,0
nonPCAWG-WES,Ewings,exome,05-P8014,0.878,24
nonPCAWG-WES,Ewings,exome,05-P8068,0.931,27
nonPCAWG-WES,Ewings,exome,06-P036,0.951,48
nonPCAWG-WES,Ewings,exome,06-P2007,0.873,19
nonPCAWG-WES,Ewings,exome,07-P075,0.861,16
nonPCAWG-WES,Ewings,exome,07-P1079,0.844,18
nonPCAWG-WES,Ewings,exome,07-P8041,0.929,26
nonPCAWG-WES,Ewings,exome,08-P054,0.877,21
nonPCAWG-WES,Ewings,exome,08-P1004,0.913,40
nonPCAWG-WES,Ewings,exome,08-P1177,0.859,23
nonPCAWG-WES,Ewings,exome,08-P462,0.921,24
nonPCAWG-WES,Ewings,exome,08-P8005,0.883,23
nonPCAWG-WES,Ewings,exome,10-P083,0.892,22
nonPCAWG-WES,Ewings,exome,10-P1058,0.918,36
nonPCAWG-WES,Ewings,exome,10-P4110,0.871,16
nonPCAWG-WES,Ewings,exome,10-P8045,0.893,22
nonPCAWG-WES,Ewings,exome,11-P8004,0.887,28
nonPCAWG-WES,Ewings,exome,12-P2194,0.913,34
nonPCAWG-WES,Ewings,exome,12-P279,0.899,25
nonPCAWG-WES,Ewings,exome,12-P4072,0.846,14
nonPCAWG-WES,Ewings,exome,12-P412,0.881,16
nonPCAWG-WES,Ewings,exome,12-P616,0.898,26
nonPCAWG-WES,Ewings,exome,12-P8001,0.886,18
nonPCAWG-WES,Ewings,exome,2250151,0.675,4
nonPCAWG-WES,Ewings,exome,2250153,0.685,0
nonPCAWG-WES,Ewings,exome,2250154,0.732,4
nonPCAWG-WES,Ewings,exome,2250157,0.57,0
nonPCAWG-WES,Ewings,exome,2250158,0.673,4
nonPCAWG-WES,Ewings,exome,2250159,0.781,0
nonPCAWG-WES,Ewings,exome,2250161,0.782,6
nonPCAWG-WES,Ewings,exome,2250163,0.787,4
nonPCAWG-WES,Ewings,exome,2250164,0.701,2
nonPCAWG-WES,Ewings,exome,2250165,0.73,6
nonPCAWG-WES,Ewings,exome,2250166,0.541,1
nonPCAWG-WES,Ewings,exome,2250169,0.666,5
nonPCAWG-WES,Ewings,exome,2250171,0.787,0
nonPCAWG-WES,Ewings,exome,2250173,0.628,1
nonPCAWG-WES,Ewings,exome,2250174,0.86,9
nonPCAWG-WES,Ewings,exome,2250175,0.713,6
nonPCAWG-WES,Ewings,exome,2250176,0.629,0
nonPCAWG-WES,Ewings,exome,2250179,0.672,1
nonPCAWG-WES,Ewings,exome,2250180,0.729,5
nonPCAWG-WES,Ewings,exome,2250181,0.859,0
nonPCAWG-WES,Ewings,exome,2250184,0.631,2
nonPCAWG-WES,Ewings,exome,2250185,0.663,0
nonPCAWG-WES,Ewings,exome,2250188,0.779,7
nonPCAWG-WES,Ewings,exome,2250189,0.603,1
nonPCAWG-WES,Ewings,exome,2250192,0.651,6
nonPCAWG-WES,Ewings,exome,2250193,0.697,7
nonPCAWG-WES,Ewings,exome,2250194,0.566,1
nonPCAWG-WES,Ewings,exome,2250199,0.736,5
nonPCAWG-WES,Ewings,exome,2250201,0.727,5
nonPCAWG-WES,Ewings,exome,2250203,0.857,0
nonPCAWG-WES,Ewings,exome,2250205,0.774,4
nonPCAWG-WES,Ewings,exome,2250208,0.798,3
nonPCAWG-WES,Ewings,exome,2250209,0.551,2
nonPCAWG-WES,Ewings,exome,2250210,0.844,8
nonPCAWG-WES,Ewings,exome,2250212,0.475,1
nonPCAWG-WES,Ewings,exome,2250213,0.708,3
nonPCAWG-WES,Ewings,exome,2250215,0.383,1
nonPCAWG-WES,Ewings,exome,2250216,0.748,5
nonPCAWG-WES,Ewings,exome,2250217,0.763,1
nonPCAWG-WES,Ewings,exome,2250218,0.852,4
nonPCAWG-WES,Ewings,exome,2250219,0.623,2
nonPCAWG-WES,Ewings,exome,2250221,0.615,0
nonPCAWG-WES,Ewings,exome,2250222,0.741,6
nonPCAWG-WES,Ewings,exome,2250223,0.636,0
nonPCAWG-WES,Ewings,exome,2250225,0.559,3
nonPCAWG-WES,Ewings,exome,2250226,0.556,0
nonPCAWG-WES,Ewings,exome,2250227,0.771,8
nonPCAWG-WES,Ewings,exome,2250228,0.673,2
nonPCAWG-WES,Ewings,exome,2250229,0.708,4
nonPCAWG-WES,Ewings,exome,2250230,0.509,2
nonPCAWG-WES,Ewings,exome,2250231,0.525,3
nonPCAWG-WES,Ewings,exome,2250232,0.695,2
nonPCAWG-WES,Ewings,exome,2250233,0.66,5
nonPCAWG-WES,Ewings,exome,2250234,0.502,1
nonPCAWG-WES,Ewings,exome,2250235,0.522,0
nonPCAWG-WES,Ewings,exome,2250236,0.754,0
nonPCAWG-WES,Ewings,exome,2250240,0.629,0
nonPCAWG-WES,Ewings,exome,2250241,0.723,1
nonPCAWG-WES,Ewings,exome,2250242,0.811,8
nonPCAWG-WES,Ewings,exome,2250243,0.565,0
nonPCAWG-WES,Ewings,exome,2250245,0.943,2
nonPCAWG-WES,Ewings,exome,2250247,0.648,0
nonPCAWG-WES,Ewings,exome,2250248,0.664,2
nonPCAWG-WES,Ewings,exome,2250249,0.571,0
nonPCAWG-WES,Ewings,exome,2250252,0.883,0
nonPCAWG-WES,Ewings,exome,2250254,0.788,7
nonPCAWG-WES,Ewings,exome,2250256,0.635,4
nonPCAWG-WES,Ewings,exome,2250257,0.648,4
nonPCAWG-WES,Ewings,exome,2250259,0.645,2
nonPCAWG-WES,Ewings,exome,2250260,0.843,0
nonPCAWG-WES,Ewings,exome,CHEWS001,0.932,57
nonPCAWG-WES,Ewings,exome,CHEWS002,0.931,39
nonPCAWG-WES,Ewings,exome,CHEWS003,0.899,21
nonPCAWG-WES,Ewings,exome,CHEWS004,0.939,36
nonPCAWG-WES,Ewings,exome,CHEWS005,0.909,16
nonPCAWG-WES,Ewings,exome,CHEWS006,0.827,20
nonPCAWG-WES,Ewings,exome,CHEWS007,0.836,22
nonPCAWG-WES,Ewings,exome,CHEWS008,0.923,44
nonPCAWG-WES,Ewings,exome,CHEWS009,0.879,20
nonPCAWG-WES,Ewings,exome,CHEWS010,0.854,15
nonPCAWG-WES,Ewings,exome,CHEWS011,0.882,27
nonPCAWG-WES,Ewings,exome,CHEWS012,0.91,27
nonPCAWG-WES,Ewings,exome,CHEWS013,0.791,20
nonPCAWG-WES,Ewings,exome,CHEWS014,0.903,20
nonPCAWG-WES,Ewings,exome,CHEWS015,0.902,25
nonPCAWG-WES,Ewings,exome,CHEWS017,0.864,24
nonPCAWG-WES,Ewings,exome,CHEWS018,0.91,23
nonPCAWG-WES,Ewings,exome,CHEWS019,0.872,22
nonPCAWG-WES,Ewings,exome,CHEWS020,0.807,10
nonPCAWG-WES,Ewings,exome,CHEWS021,0.902,21
nonPCAWG-WES,Ewings,exome,CHEWS023,0.867,18
nonPCAWG-WES,Ewings,exome,CHEWS024,0.913,42
nonPCAWG-WES,Ewings,exome,CHEWS025,0.863,18
nonPCAWG-WES,Ewings,exome,CHEWS026,0.831,22
nonPCAWG-WES,Ewings,exome,CHEWS027,0.936,41
nonPCAWG-WES,Ewings,exome,CHEWS028,0.857,13
nonPCAWG-WES,Ewings,exome,CHEWS029,0.883,23
nonPCAWG-WES,Ewings,exome,CHEWS030,0.862,13
nonPCAWG-WES,Ewings,exome,CHEWS031,0.969,93
nonPCAWG-WES,Ewings,exome,CHEWS032,0.9,20
nonPCAWG-WES,Ewings,exome,CHEWS033,0.843,19
nonPCAWG-WES,Ewings,exome,CHEWS034,0.936,32
nonPCAWG-WES,Ewings,exome,CHEWS035,0.859,21
nonPCAWG-WES,Ewings,exome,CHEWS036,0.842,21
nonPCAWG-WES,Ewings,exome,CHLA-258,0.914,36
nonPCAWG-WES,Ewings,exome,EW8,0.934,26
nonPCAWG-WES,Ewings,exome,EWS2006,0.653,0
nonPCAWG-WES,Ewings,exome,EWS2008,0.633,2
